"ISIR_Field","Discrepancy_Evaluation_Script","Additional_Doc_Req_Script","Required_Documents_Script","Aid_Year","Additional_Doc_Req_Msg","Manual_Discrepancy_Clear_Req","Description"
"PARENTSPENSIONPAYMENTS","isir/discrepancy/2021/PARENTSPENSIONPAYMENTS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTSSTATEOFLEGALRESIDENCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTSTAXRETURNCOMPLETED","isir/discrepancy/2018/PARENTSTAXRETURNCOMPLETED/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTSTAXRETURNFILINGSTATUS","isir/discrepancy/2018/PARENTSTAXRETURNFILINGSTATUS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTSTYPEOFTAXFORMUSED","isir/discrepancy/2021/PARENTSTYPEOFTAXFORMUSED/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTSUNTAXEDIRADISTANDPENSIONS","isir/discrepancy/2021/PARENTSUNTAXEDIRADISTANDPENSIONS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTSUPPLEMENTALSECURITYINCOMEBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTSUSINCOMETAXPAID","isir/discrepancy/2018/PARENTSUSINCOMETAXPAID/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTSVETERANSNONEDUCATIONBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTTANFBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PARENTWICBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PERMANENTCITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PERMANENTPHONENO","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PERMANENTSTATE","isir/discrepancy/2018/PERMANENTSTATE/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PERMANENTZIPCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PREPARERSEMPLOYERIDENTIFICATIONNUMBEREIN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PREPARERSSIGNATURE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PREPARERSSOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PRIMARYEFC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PRIMARYEFCTYPE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"PROFESSIONALJUDGMENT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDE12","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDE20","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDEA","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDEB","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDEC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDEG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDEJ","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDEK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDEN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"REJECTOVERRIDEW","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"SECONDARYEFC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"SECONDARYEFCTYPE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"SIGNATUREREJECTEFC","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"SIGNEDBY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"SPECIALCIRCUMSTANCESFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"SPOUSESINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTASSETTHRESHOLDEXCEEDED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTFILEDSCHEDULE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTFIRSTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTFOODSTAMPBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTLASTNAME","isir/discrepancy/2018/STUDENTLASTNAME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTLEGALRESDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTMARITALSTATUS","isir/discrepancy/2018/STUDENTMARITALSTATUS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTMIDDLEINITIAL","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM","isir/discrepancy/2018/STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSBUSINESSANDORINVESTMENTFARMNETWORTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSCASHSAVINGSANDCHECKING","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSCHILDSUPPORTPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSCHILDSUPPORTRECEIVED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSCOMBATPAY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSCOOPERATIVEEDUCATION","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSCURRENTSOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSEDUCATIONALCREDITS","isir/discrepancy/2018/STUDENTSEDUCATIONALCREDITS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSEX","isir/discrepancy/2018/STUDENTSEX/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSGRANTSCHOLARSHIPAID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSINCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSINTERESTINCOME","isir/discrepancy/2018/STUDENTSINTERESTINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSINVESTMENTNETWORTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSIRAPAYMENTS","isir/discrepancy/2018/STUDENTSIRAPAYMENTS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSIRSREQUESTFLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSMILITARYCLERGYALLOWANCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSNEEDBASEDEMPLOYMENT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSNUMBERINCOLLEGE","isir/discrepancy/2018/STUDENTSNUMBERINCOLLEGE/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSNUMBEROFFAMILYMEMBERS","isir/discrepancy/2018/STUDENTSNUMBEROFFAMILYMEMBERS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSOTHERNONREPORTEDMONEY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSOTHERUNTAXEDINCOME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSPENSIONPAYMENTS","isir/discrepancy/2021/STUDENTSPENSIONPAYMENTS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSPOUSEDISLOCATEDWORKER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSSN","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSTAXRETURNCOMPLETED","isir/discrepancy/2018/STUDENTSTAXRETURNCOMPLETED/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSTAXRETURNFILINGSTATUS","isir/discrepancy/2018/STUDENTSTAXRETURNFILINGSTATUS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSTYPEOFTAXFORMUSED","isir/discrepancy/2021/STUDENTSTYPEOFTAXFORMUSED/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSUNTAXEDIRADISTANDPENSIONS","isir/discrepancy/2021/STUDENTSUNTAXEDIRADISTANDPENSIONS/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSUPPLEMENTALSECURITYINCOMEBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSUSINCOMETAXPAID","isir/discrepancy/2018/STUDENTSUSINCOMETAXPAID/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTSVETERANSNONEDUCATIONBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTTANFBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUDENTWICBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"STUNDENTSLEGALRESIDENCEBEFORE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"TRANSACTIONDATASOURCETYPECODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"TRANSACTIONNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"TRANSACTIONRECEIPTDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"UNACCOMPANIEDYOUTHDETERMINEDBYHUD","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"UNACCOMPANIEDYOUTHDETERMINEDBYSCHOOLDISTRICTLIAISON","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"VETERANOFUSARMEDFORCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"WORKINGONAMASTERSORDOCTORATEPROGRAM","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2021-2022","","false","Insert a description here"
"ALIENREGISTRATIONNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"AREYOUONACTIVEDUTYINUSARMEDFORCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ASOFTODAYANEMANCIPATEDMINOR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ASOFTODAYINLEGALGUARDIANSHIP","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ASSUMPTIONOVERRIDE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ASSUMPTIONOVERRIDE2","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ASSUMPTIONOVERRIDE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ASSUMPTIONOVERRIDE4","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ATRISKOFHOMELESSNESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"BORNBEFORE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"CHILDRENOFFALLENHEROESIND","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"CITIZENSHIPSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DATEAPPLICATIONCOMPLETED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DATEOFBIRTH","isir/discrepancy/2018/DATEOFBIRTH/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DEGREECERTIFICATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DEPENDENCYOVERRIDE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DEPENDENCYSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DOYOUWANTSELECTIVESERVICETOREGISTERYOU","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DRIVERLICENSENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DRIVERLICENSESTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"DRUGCONVICTIONAFFECTINGELIGIBILITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"EMAILADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FAAFEDERALSCHOOLCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE10","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE10HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE1HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE2","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE2HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE3HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE4","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE4HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE5","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE5HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE6","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE6HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE7","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE7HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE8","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE8HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE9","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FEDERALSCHOOLCODE9HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"FIRSTBACHELORSDEGREEBY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"GRADELEVELINCOLLEGE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"HAVECHILDRENYOUSUPPORT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"HAVELEGALDEPENDENTSOTHERTHANCHILDRENORSPOUSE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"HIGHSCHOOLCITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"HIGHSCHOOLCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"HIGHSCHOOLNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"HIGHSCHOOLSTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"HSDIPLOMAOREQUIVALENT","isir/discrepancy/2018/HSDIPLOMAOREQUIVALENT/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"INTERESTEDINWORKSTUDY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"IRSPARENTFILEDSCHEDULE1FLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"IRSSTUDENTFILEDSCHEDULE1FLAG","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ISSTUDENTMARRIED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"LEGALSTATERESIDENCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"MAILINGADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"MARITALSTATUSDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ORIGINALID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"ORPHANWARDOFCOURTORFOSTERCARE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
"PARENT1DATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2022-2023","","false","Insert a description here"
